step,agent_id,type,wealth,moral_level,wage,employed,reservation_wage,protesting,last_action,neighbors
9,Poor_20,PoorAgent,128.15999999999997,1,2.99,True,,False,work,['Rich_50']
9,Poor_21,PoorAgent,114.57,1,2.36,True,,False,work,[]
9,Poor_22,PoorAgent,136.79000000000002,1,3.0,True,,False,work,"['Poor_43', 'Poor_8', 'Poor_14']"
9,Poor_23,PoorAgent,118.98,1,2.14,True,,False,work,"['Poor_10', 'Poor_2']"
9,Poor_24,PoorAgent,117.79999999999998,0,2.08,True,,False,work,[]
9,Poor_25,PoorAgent,118.89,1,2.11,True,,False,work,[]
9,Poor_26,PoorAgent,140.26,1,3.2,True,,False,work,"['Poor_6', 'Poor_42']"
9,Poor_27,PoorAgent,124.41999999999997,0,3.44,True,,False,work,[]
9,Poor_28,PoorAgent,134.76999999999998,1,2.69,True,,False,work,"['Poor_41', 'Poor_3']"
9,Poor_29,PoorAgent,121.94000000000005,0,2.26,True,,False,work,"['Rich_46', 'Poor_13']"
9,Poor_30,PoorAgent,131.68999999999997,0,3.77,True,,False,work,[]
9,Poor_31,PoorAgent,146.04999999999995,1,3.92,True,,False,work,[]
9,Poor_32,PoorAgent,113.66999999999997,1,2.19,True,,False,work,['Poor_34']
9,Poor_33,PoorAgent,128.13999999999996,0,2.38,True,,False,work,[]
9,Poor_34,PoorAgent,146.31,1,3.71,True,,False,work,['Poor_32']
9,Poor_35,PoorAgent,131.00999999999996,1,2.91,True,,False,work,[]
9,Poor_36,PoorAgent,137.61,1,3.56,True,,False,work,[]
9,Poor_37,PoorAgent,130.83999999999995,0,3.07,True,,False,work,[]
9,Poor_38,PoorAgent,133.20000000000002,0,3.26,True,,False,work,"['Poor_39', 'Rich_50', 'Poor_44']"
9,Poor_39,PoorAgent,136.33999999999995,1,3.1,True,,False,work,['Poor_38']
9,Poor_40,PoorAgent,140.01000000000005,0,3.9,True,,False,work,[]
9,Poor_41,PoorAgent,122.89000000000003,1,2.95,True,,False,work,['Poor_28']
9,Poor_42,PoorAgent,134.78,1,3.7,True,,False,work,['Poor_26']
9,Poor_43,PoorAgent,121.82999999999998,1,2.72,True,,False,work,"['Poor_8', 'Poor_22']"
9,Poor_44,PoorAgent,129.64,1,2.64,True,,False,work,"['Poor_38', 'Poor_45']"
9,Poor_45,PoorAgent,122.17999999999998,1,2.69,True,,False,work,['Poor_44']
9,Rich_46,RichAgent,5276.61,1,,False,,False,hire,"['Poor_29', 'Poor_13']"
9,Rich_47,RichAgent,5233.85,0,,False,,False,hire,[]
9,Rich_48,RichAgent,5002.450000000001,0,,False,,False,hire,[]
9,Rich_49,RichAgent,5416.34,1,,False,,False,hire,[]
9,Rich_50,RichAgent,5504.1100000000015,1,,False,,False,hire,"['Poor_38', 'Poor_5', 'Poor_20']"
10,Poor_1,PoorAgent,138.03999999999994,1,2.85,True,,False,work,[]
10,Poor_2,PoorAgent,139.58999999999995,1,3.35,True,,False,work,['Poor_23']
10,Poor_3,PoorAgent,136.44,1,3.25,True,,False,work,"['Poor_28', 'Poor_19', 'Poor_4']"
10,Poor_4,PoorAgent,124.83,1,3.11,True,,False,work,"['Poor_19', 'Poor_3']"
10,Poor_5,PoorAgent,133.19000000000005,1,2.65,True,,False,work,['Rich_50']
10,Poor_6,PoorAgent,151.29000000000008,1,3.86,True,,False,work,['Poor_26']
10,Poor_7,PoorAgent,134.75,0,2.73,True,,False,work,[]
10,Poor_8,PoorAgent,121.51000000000006,1,2.54,True,,False,work,"['Poor_43', 'Poor_22']"
10,Poor_9,PoorAgent,125.80000000000003,1,3.06,True,,False,work,['Poor_11']
10,Poor_10,PoorAgent,114.00999999999999,1,2.11,True,,False,work,"['Poor_15', 'Poor_23']"
10,Poor_11,PoorAgent,149.79000000000002,1,3.74,True,,False,work,['Poor_9']
10,Poor_12,PoorAgent,138.38000000000002,0,2.84,True,,False,work,[]
10,Poor_13,PoorAgent,139.65999999999994,1,3.6,True,,False,work,"['Rich_46', 'Poor_29']"
10,Poor_14,PoorAgent,122.58999999999996,1,2.16,True,,False,work,['Poor_22']
10,Poor_15,PoorAgent,138.37,1,3.56,True,,False,work,['Poor_10']
10,Poor_16,PoorAgent,138.28,0,3.24,True,,False,work,[]
10,Poor_17,PoorAgent,146.11000000000004,0,3.8,True,,False,work,[]
10,Poor_18,PoorAgent,139.68999999999997,1,3.64,True,,False,work,[]
10,Poor_19,PoorAgent,133.46,1,2.2,True,,False,work,"['Poor_3', 'Poor_4']"
10,Poor_20,PoorAgent,131.14999999999998,1,2.99,True,,False,work,['Rich_50']
10,Poor_21,PoorAgent,116.92999999999999,0,2.36,True,,False,work,[]
10,Poor_22,PoorAgent,139.79000000000002,1,3.0,True,,False,work,"['Poor_43', 'Poor_8', 'Poor_14']"
10,Poor_23,PoorAgent,121.12,1,2.14,True,,False,work,"['Poor_10', 'Poor_2']"
10,Poor_24,PoorAgent,119.87999999999998,1,2.08,True,,False,work,[]
10,Poor_25,PoorAgent,121.0,0,2.11,True,,False,work,[]
10,Poor_26,PoorAgent,143.45999999999998,1,3.2,True,,False,work,"['Poor_6', 'Poor_42']"
10,Poor_27,PoorAgent,127.85999999999997,1,3.44,True,,False,work,[]
10,Poor_28,PoorAgent,137.45999999999998,1,2.69,True,,False,work,"['Poor_41', 'Poor_3']"
10,Poor_29,PoorAgent,124.20000000000006,0,2.26,True,,False,work,"['Rich_46', 'Poor_13']"
10,Poor_30,PoorAgent,135.45999999999998,0,3.77,True,,False,work,[]
10,Poor_31,PoorAgent,149.96999999999994,1,3.92,True,,False,work,[]
10,Poor_32,PoorAgent,115.85999999999997,1,2.19,True,,False,work,['Poor_34']
10,Poor_33,PoorAgent,130.51999999999995,1,2.38,True,,False,work,[]
10,Poor_34,PoorAgent,150.02,1,3.71,True,,False,work,['Poor_32']
10,Poor_35,PoorAgent,133.91999999999996,1,2.91,True,,False,work,[]
10,Poor_36,PoorAgent,141.17000000000002,1,3.56,True,,False,work,[]
10,Poor_37,PoorAgent,133.90999999999994,0,3.07,True,,False,work,[]
10,Poor_38,PoorAgent,136.46,1,3.26,True,,False,work,"['Poor_39', 'Rich_50', 'Poor_44']"
10,Poor_39,PoorAgent,139.43999999999994,1,3.1,True,,False,work,['Poor_38']
10,Poor_40,PoorAgent,143.91000000000005,0,3.9,True,,False,work,[]
10,Poor_41,PoorAgent,125.84000000000003,0,2.95,True,,False,work,['Poor_28']
10,Poor_42,PoorAgent,138.48,1,3.7,True,,False,work,['Poor_26']
10,Poor_43,PoorAgent,124.54999999999998,1,2.72,True,,False,work,"['Poor_8', 'Poor_22']"
10,Poor_44,PoorAgent,132.27999999999997,1,2.64,True,,False,work,"['Poor_38', 'Poor_45']"
10,Poor_45,PoorAgent,124.86999999999998,0,2.69,True,,False,work,['Poor_44']
10,Rich_46,RichAgent,5974.929999999999,1,,False,,False,hire,"['Poor_29', 'Poor_13']"
10,Rich_47,RichAgent,5824.7300000000005,0,,False,,False,hire,[]
10,Rich_48,RichAgent,5661.2300000000005,0,,False,,False,hire,[]
10,Rich_49,RichAgent,5995.02,1,,False,,False,hire,[]
10,Rich_50,RichAgent,6130.420000000002,1,,False,,False,hire,"['Poor_38', 'Poor_5', 'Poor_20']"
