step,agent_id,type,wealth,position,mood,moral_value,is_high_moral,employed,wage,reservation_wage,protesting,last_action,last_speech,employer_wealth,transparent
1,Poor_41,PoorAgent,7.87,"(2, 1)",-0.07964805755845013,0.77,True,True,3.18,,False,,,778.25,False
1,Poor_42,PoorAgent,1.39,"(28, 24)",-0.1539189092709443,0.92,True,True,3.8,,False,,,896.47,False
1,Poor_43,PoorAgent,8.59,"(18, 15)",-0.01908259784685401,0.96,True,True,3.53,,False,,,692.64,False
1,Poor_44,PoorAgent,6.46,"(26, 13)",-0.15807458722420434,0.79,True,True,2.69,,False,,,806.9,False
1,Poor_45,PoorAgent,0.71,"(28, 20)",0.13910564792618202,0.73,True,True,2.05,,False,,,653.03,False
1,Poor_46,PoorAgent,7.87,"(22, 28)",0.19159532218734476,0.73,True,True,2.45,,False,,,650.83,False
1,Poor_47,PoorAgent,8.22,"(25, 17)",0.008259062342210133,0.73,True,True,3.52,,False,,,766.02,False
1,Poor_48,PoorAgent,7.53,"(29, 3)",-0.007845461396336434,0.97,True,True,3.53,,False,,,666.82,False
1,Poor_49,PoorAgent,5.57,"(3, 25)",0.08276454742646266,0.78,True,True,2.37,,False,,,644.08,False
1,Poor_50,PoorAgent,8.58,"(15, 21)",-0.18215880019302683,0.87,True,True,2.13,,False,,,542.59,False
1,Poor_51,PoorAgent,7.03,"(27, 20)",0.16357806353642834,0.82,True,True,2.71,,False,,,657.82,False
1,Poor_52,PoorAgent,9.61,"(11, 20)",0.010882078625595037,0.9,True,True,3.35,,False,,,812.05,False
1,Poor_53,PoorAgent,7.3,"(13, 25)",-0.10678814306517409,0.84,True,True,3.43,,False,,,677.67,False
1,Poor_54,PoorAgent,1.11,"(2, 11)",-0.03588735958940287,0.81,True,True,2.08,,False,,,524.9,False
1,Poor_55,PoorAgent,3.28,"(20, 1)",0.19636527581413538,0.81,True,True,2.24,,False,,,574.9499999999999,False
1,Poor_56,PoorAgent,0.78,"(0, 26)",-0.12447425328343265,0.93,True,True,3.39,,False,,,937.81,False
1,Poor_57,PoorAgent,7.97,"(25, 29)",-0.013401345308126533,0.73,True,True,2.35,,False,,,543.4,False
1,Poor_58,PoorAgent,5.99,"(2, 0)",-0.18517432045531118,0.87,True,True,3.55,,False,,,996.34,False
1,Poor_59,PoorAgent,7.77,"(21, 12)",0.09208289096418343,0.7,True,True,2.14,,False,,,860.38,False
1,Poor_60,PoorAgent,2.0,"(9, 4)",-0.1725123639645986,0.75,True,True,3.29,,False,,,716.69,False
1,Poor_61,PoorAgent,1.01,"(11, 7)",-0.007347959733103204,0.97,True,True,3.24,,False,,,778.25,False
1,Poor_62,PoorAgent,1.48,"(29, 18)",-0.05088254273122436,0.7,True,True,3.84,,False,,,896.47,False
1,Poor_63,PoorAgent,9.59,"(26, 11)",-0.11053842949033031,0.72,True,True,2.37,,False,,,692.64,False
1,Poor_64,PoorAgent,1.97,"(19, 26)",0.1255549909369844,0.75,True,True,3.53,,False,,,806.9,False
1,Poor_65,PoorAgent,2.62,"(23, 0)",-0.19951741603756706,0.78,True,True,2.73,,False,,,653.03,False
1,Poor_66,PoorAgent,2.89,"(28, 23)",0.11600288521353835,0.95,True,True,2.4,,False,,,650.83,False
1,Poor_67,PoorAgent,8.1,"(26, 20)",0.01829058259177274,0.93,True,True,2.39,,False,,,766.02,False
1,Poor_68,PoorAgent,7.43,"(6, 5)",-0.13888758084350517,0.92,True,True,3.51,,False,,,666.82,False
1,Poor_69,PoorAgent,6.34,"(20, 5)",0.06307453611847275,0.74,True,True,2.16,,False,,,644.08,False
1,Poor_70,PoorAgent,6.53,"(20, 22)",0.04359268211478415,0.94,True,True,3.5,,False,,,542.59,False
1,Poor_71,PoorAgent,0.6,"(4, 6)",0.18023371340448413,0.89,True,True,3.22,,False,,,657.82,False
1,Poor_72,PoorAgent,1.66,"(3, 0)",-0.027871944705463392,0.79,True,True,2.43,,False,,,812.05,False
1,Poor_73,PoorAgent,4.82,"(22, 23)",0.019576332843913663,1.0,True,True,2.07,,False,,,677.67,False
1,Poor_74,PoorAgent,8.49,"(5, 24)",-0.16582922753068058,0.95,True,True,3.56,,False,,,524.9,False
1,Poor_75,PoorAgent,2.3,"(20, 16)",0.01299214671092827,0.79,True,True,3.1,,False,,,574.9499999999999,False
1,Poor_76,PoorAgent,4.45,"(8, 13)",-0.12854218610714002,0.71,True,True,3.52,,False,,,937.81,False
1,Poor_77,PoorAgent,7.52,"(12, 11)",-0.1845037578752399,0.8,True,True,3.13,,False,,,543.4,False
1,Poor_78,PoorAgent,9.34,"(7, 8)",-0.1279760314831347,0.72,True,True,2.88,,False,,,996.34,False
1,Poor_79,PoorAgent,1.04,"(17, 19)",-0.09990863810630848,0.88,True,True,2.78,,False,,,860.38,False
1,Poor_80,PoorAgent,9.22,"(6, 15)",0.028215991098524767,0.94,True,True,3.29,,False,,,716.69,False
1,Poor_81,PoorAgent,1.9,"(1, 17)",-0.10521731803380666,0.87,True,True,2.53,,False,,,778.25,False
1,Poor_82,PoorAgent,1.27,"(3, 11)",-0.1256954223773062,0.7,True,True,2.87,,False,,,896.47,False
1,Poor_83,PoorAgent,6.8,"(21, 29)",-0.15124772953736043,0.72,True,True,3.99,,False,,,692.64,False
1,Poor_84,PoorAgent,4.47,"(24, 4)",-0.10915633346465402,0.73,True,True,3.23,,False,,,806.9,False
1,Poor_85,PoorAgent,4.96,"(28, 12)",-0.12818957112309182,0.87,True,True,2.69,,False,,,653.03,False
1,Poor_86,PoorAgent,9.84,"(17, 14)",0.06370582079562037,0.75,True,True,2.03,,False,,,650.83,False
1,Poor_87,PoorAgent,8.49,"(18, 8)",0.19314891862106415,0.89,True,True,2.04,,False,,,766.02,False
1,Poor_88,PoorAgent,5.88,"(29, 5)",-0.04243532130280295,0.94,True,True,3.35,,False,,,666.82,False
1,Poor_89,PoorAgent,6.96,"(26, 8)",0.09660963307822273,0.95,True,True,2.15,,False,,,644.08,False
1,Poor_90,PoorAgent,8.25,"(14, 22)",-0.157043505658304,0.88,True,True,2.97,,False,,,542.59,False
1,Poor_91,PoorAgent,5.94,"(7, 8)",0.010273891770941013,0.75,True,True,3.7,,False,,,657.82,False
1,Poor_92,PoorAgent,7.72,"(28, 10)",0.028036381883732864,0.79,True,True,2.97,,False,,,812.05,False
1,Poor_93,PoorAgent,3.84,"(12, 28)",-0.136966570307549,0.89,True,True,2.17,,False,,,677.67,False
1,Poor_94,PoorAgent,6.52,"(19, 9)",0.025921428153943993,0.8,True,True,3.04,,False,,,524.9,False
1,Poor_95,PoorAgent,8.53,"(15, 0)",-0.14290496062355357,0.73,True,True,3.39,,False,,,574.9499999999999,False
1,Poor_96,PoorAgent,9.19,"(23, 26)",0.12316300484744036,0.88,True,True,2.99,,False,,,937.81,False
1,Poor_97,PoorAgent,1.33,"(26, 8)",0.1584292232574715,0.81,True,True,2.71,,False,,,543.4,False
1,Poor_98,PoorAgent,1.4,"(25, 29)",0.18232910104720862,0.73,True,True,3.21,,False,,,996.34,False
1,Poor_99,PoorAgent,9.52,"(18, 26)",0.12590378175806216,0.76,True,True,2.23,,False,,,860.38,False
1,Poor_100,PoorAgent,0.35,"(28, 28)",-0.06030500654163792,0.83,True,True,3.04,,False,,,716.69,False
1,Poor_101,PoorAgent,4.46,"(22, 0)",-0.09419214603436128,0.97,True,True,3.42,,False,,,778.25,False
1,Poor_102,PoorAgent,1.46,"(7, 16)",0.07736729411848348,0.89,True,True,2.37,,False,,,896.47,False
1,Poor_103,PoorAgent,2.3,"(4, 15)",0.08102775666192097,0.8,True,True,3.28,,False,,,692.64,False
1,Poor_104,PoorAgent,8.5,"(18, 24)",-0.07369213910909639,0.74,True,True,3.47,,False,,,806.9,False
1,Poor_105,PoorAgent,5.69,"(4, 1)",0.10995180091171508,0.93,True,True,2.08,,False,,,653.03,False
1,Poor_106,PoorAgent,6.87,"(19, 4)",-0.1172295635293264,1.0,True,True,3.72,,False,,,650.83,False
1,Poor_107,PoorAgent,0.11,"(9, 16)",-0.002304746807373137,0.73,True,True,2.12,,False,,,766.02,False
1,Poor_108,PoorAgent,0.07,"(24, 28)",0.11745302596198798,0.82,True,True,2.81,,False,,,666.82,False
1,Poor_109,PoorAgent,4.3,"(13, 9)",0.19543467281000482,0.75,True,True,2.25,,False,,,644.08,False
1,Poor_110,PoorAgent,4.82,"(15, 20)",0.053233248086892004,0.89,True,True,3.78,,False,,,542.59,False
1,Poor_111,PoorAgent,0.36,"(4, 5)",0.06881423182949192,0.87,True,True,3.26,,False,,,657.82,False
1,Poor_112,PoorAgent,5.77,"(15, 27)",0.14795849335075556,0.93,True,True,3.08,,False,,,812.05,False
1,Poor_113,PoorAgent,1.95,"(14, 22)",-0.17404415406455245,0.82,True,True,3.44,,False,,,677.67,False
1,Poor_114,PoorAgent,6.34,"(13, 9)",0.09377124537579173,0.93,True,True,2.81,,False,,,524.9,False
1,Poor_115,PoorAgent,8.72,"(27, 9)",0.03492600935233159,0.87,True,True,3.78,,False,,,574.9499999999999,False
1,Poor_116,PoorAgent,2.18,"(19, 20)",0.19537021827700984,0.76,True,True,3.07,,False,,,937.81,False
1,Poor_117,PoorAgent,9.65,"(8, 27)",-0.10244506382627172,0.77,True,True,2.34,,False,,,543.4,False
1,Poor_118,PoorAgent,7.55,"(16, 14)",-0.07971353349517446,0.97,True,True,3.87,,False,,,996.34,False
1,Poor_119,PoorAgent,4.98,"(0, 19)",-0.04382100345018439,0.86,True,True,3.23,,False,,,860.38,False
1,Poor_120,PoorAgent,6.74,"(4, 10)",0.03815171381281096,0.9,True,True,2.53,,False,,,716.69,False
1,Poor_121,PoorAgent,6.58,"(1, 16)",-0.033900634322451995,0.71,True,True,2.9,,False,,,778.25,False
1,Poor_122,PoorAgent,4.66,"(5, 5)",-0.1412669048475047,0.83,True,True,2.59,,False,,,896.47,False
1,Poor_123,PoorAgent,1.65,"(18, 7)",-0.10707873642568307,0.89,True,True,2.17,,False,,,692.64,False
1,Poor_124,PoorAgent,9.42,"(10, 11)",0.16127583375503363,0.78,True,True,3.33,,False,,,806.9,False
1,Poor_125,PoorAgent,0.69,"(25, 12)",0.08711631550746307,0.79,True,True,2.91,,False,,,653.03,False
1,Poor_126,PoorAgent,3.64,"(26, 0)",0.1561769512395158,0.85,True,True,2.85,,False,,,650.83,False
1,Poor_127,PoorAgent,8.35,"(25, 28)",0.07589103972292588,0.7,True,True,2.19,,False,,,766.02,False
1,Poor_128,PoorAgent,0.48,"(16, 1)",-0.06958684079591843,0.77,True,True,2.79,,False,,,666.82,False
1,Poor_129,PoorAgent,5.22,"(29, 11)",-0.003744405691370384,0.8,True,True,3.75,,False,,,644.08,False
1,Poor_130,PoorAgent,3.39,"(4, 10)",-0.1973004947351742,0.74,True,True,3.15,,False,,,542.59,False
1,Poor_131,PoorAgent,3.44,"(17, 23)",0.16423613820161598,0.96,True,True,3.96,,False,,,657.82,False
1,Poor_132,PoorAgent,3.77,"(1, 29)",-0.09944525490892553,0.85,True,True,3.93,,False,,,812.05,False
1,Poor_133,PoorAgent,6.92,"(8, 22)",-0.15934168089841522,0.75,True,True,2.78,,False,,,677.67,False
1,Poor_134,PoorAgent,0.54,"(20, 20)",-0.11761218505407434,0.81,True,True,3.09,,False,,,524.9,False
1,Poor_135,PoorAgent,1.58,"(21, 14)",0.1945021840084155,0.91,True,True,2.54,,False,,,574.9499999999999,False
1,Poor_136,PoorAgent,0.69,"(5, 23)",-0.04760402145467868,0.73,True,True,3.63,,False,,,937.81,False
1,Poor_137,PoorAgent,8.01,"(25, 13)",0.13254986547383324,0.93,True,True,3.51,,False,,,543.4,False
1,Poor_138,PoorAgent,2.18,"(0, 29)",0.197704447794619,0.74,True,True,2.43,,False,,,996.34,False
1,Poor_139,PoorAgent,7.48,"(26, 7)",-0.11876298449164696,0.9,True,True,2.48,,False,,,860.38,False
1,Poor_140,PoorAgent,1.59,"(4, 8)",0.14414438955108694,0.87,True,True,2.58,,False,,,716.69,False
1,Poor_141,PoorAgent,4.13,"(19, 1)",0.06286441551500527,0.91,True,True,3.09,,False,,,778.25,False
1,Poor_142,PoorAgent,3.21,"(21, 23)",-0.06272028073602215,0.98,True,True,3.26,,False,,,896.47,False
1,Poor_143,PoorAgent,1.94,"(0, 7)",0.018350880906525063,0.9,True,True,3.72,,False,search_job,,692.64,False
1,Poor_144,PoorAgent,0.08,"(7, 28)",-0.001688079838221418,0.75,True,True,2.65,,False,,,806.9,False
1,Poor_145,PoorAgent,0.0,"(6, 17)",-0.10342639069076075,0.79,True,True,3.53,,False,,,653.03,False
1,Poor_146,PoorAgent,0.15,"(14, 18)",0.17333536211735084,0.74,True,True,3.05,,False,,,650.83,False
1,Poor_147,PoorAgent,6.95,"(9, 25)",-0.1520596077627019,0.91,True,True,2.61,,False,,,766.02,False
1,Poor_148,PoorAgent,0.8,"(16, 21)",0.1497275640942602,0.84,True,True,3.95,,False,,,666.82,False
1,Poor_149,PoorAgent,1.07,"(11, 21)",0.1668599502124523,0.82,True,True,3.05,,False,,,644.08,False
1,Poor_150,PoorAgent,6.9,"(5, 29)",-0.08702751526651542,0.79,True,True,2.24,,False,,,542.59,False
1,Poor_151,PoorAgent,5.2,"(17, 7)",-0.17419684205892738,0.97,True,True,2.05,,False,,,657.82,False
1,Poor_152,PoorAgent,8.2,"(22, 20)",0.1574971084468707,0.81,True,True,3.32,,False,,,812.05,False
1,Poor_153,PoorAgent,5.88,"(15, 29)",0.0528754606520031,0.8,True,True,2.11,,False,,,677.67,False
1,Poor_154,PoorAgent,3.39,"(29, 27)",-0.08020427726005114,0.81,True,True,2.55,,False,,,524.9,False
1,Poor_155,PoorAgent,8.46,"(18, 17)",0.16292659441650437,0.74,True,True,3.15,,False,,,574.9499999999999,False
1,Poor_156,PoorAgent,5.05,"(0, 3)",0.07133228932940344,0.74,True,True,2.88,,False,,,937.81,False
1,Poor_157,PoorAgent,2.2,"(6, 8)",0.059538911199760736,0.77,True,True,3.44,,False,,,543.4,False
1,Poor_158,PoorAgent,4.17,"(29, 22)",0.055018598690563914,1.0,True,True,3.48,,False,,,996.34,False
1,Poor_159,PoorAgent,1.55,"(1, 19)",0.11612570754627666,0.82,True,True,3.0,,False,,,860.38,False
1,Poor_160,PoorAgent,1.51,"(21, 8)",0.18535669269032268,0.94,True,True,2.98,,False,,,716.69,False
1,Poor_161,PoorAgent,5.34,"(25, 9)",0.15318192663389074,0.7,True,True,2.16,,False,,,778.25,False
1,Poor_162,PoorAgent,5.74,"(28, 24)",-0.1136346898178326,0.89,True,True,3.05,,False,,,896.47,False
1,Poor_163,PoorAgent,8.58,"(25, 25)",0.18075621969877642,0.85,True,True,2.83,,False,,,692.64,False
1,Poor_164,PoorAgent,9.23,"(1, 20)",0.1489495237330029,0.86,True,True,2.86,,False,,,806.9,False
1,Poor_165,PoorAgent,3.9,"(13, 13)",0.11924864925990558,0.97,True,True,3.71,,False,,,653.03,False
1,Poor_166,PoorAgent,5.03,"(11, 21)",0.031117654073873513,0.73,True,True,2.59,,False,,,650.83,False
1,Poor_167,PoorAgent,7.84,"(7, 28)",-0.11131242727178425,0.82,True,True,3.98,,False,do_nothing,,766.02,False
1,Poor_168,PoorAgent,8.67,"(24, 21)",-0.0677198329963686,0.99,True,True,2.16,,False,,,666.82,False
1,Poor_169,PoorAgent,1.66,"(17, 23)",-0.10350532571646483,0.82,True,True,3.57,,False,,,644.08,False
1,Poor_170,PoorAgent,6.86,"(25, 18)",0.07052542606489298,0.8,True,True,3.5,,False,,,542.59,False
1,Poor_171,PoorAgent,6.61,"(12, 13)",0.18390338004381462,0.75,True,True,3.24,,False,,,657.82,False
1,Poor_172,PoorAgent,9.53,"(14, 10)",-0.14663042348309296,0.79,True,True,3.68,,False,,,812.05,False
1,Poor_173,PoorAgent,1.86,"(17, 6)",-0.06680733733453081,0.99,True,True,2.46,,False,,,677.67,False
1,Poor_174,PoorAgent,2.68,"(24, 18)",-0.12617253338026618,0.86,True,True,2.67,,False,,,524.9,False
1,Poor_175,PoorAgent,4.82,"(12, 16)",-0.11325467001720227,0.8,True,True,2.38,,False,,,574.9499999999999,False
1,Poor_176,PoorAgent,2.4,"(19, 8)",-0.18358737459346425,0.77,True,True,2.85,,False,,,937.81,False
1,Poor_177,PoorAgent,9.76,"(19, 1)",-0.09851632120147454,0.95,True,True,3.05,,False,,,543.4,False
1,Poor_178,PoorAgent,7.94,"(13, 17)",-0.03397376434095506,1.0,True,True,2.36,,False,,,996.34,False
1,Poor_179,PoorAgent,1.92,"(25, 5)",-0.10401706776514766,0.97,True,True,2.61,,False,,,860.38,False
1,Poor_180,PoorAgent,3.53,"(14, 8)",-0.012814061829234363,0.95,True,True,3.74,,False,,,716.69,False
1,Rich_181,RichAgent,778.25,"(21, 16)",0.5,0.71,True,,10.0,,,idle,,,False
1,Rich_182,RichAgent,896.47,"(16, 12)",0.5,0.93,True,,0.0,,,idle,,,False
1,Rich_183,RichAgent,692.64,"(2, 25)",0.5,0.91,True,,0.0,,,idle,,,False
1,Rich_184,RichAgent,806.9,"(9, 9)",0.5,0.78,True,,0.0,,,idle,,,False
1,Rich_185,RichAgent,653.03,"(15, 16)",0.5,0.77,True,,0.0,,,idle,,,False
1,Rich_186,RichAgent,650.83,"(8, 18)",0.5,0.91,True,,0.0,,,idle,,,False
1,Rich_187,RichAgent,766.02,"(5, 29)",0.5,0.88,True,,0.0,,,idle,,,False
1,Rich_188,RichAgent,666.82,"(1, 18)",0.5,0.93,True,,0.0,,,idle,,,False
1,Rich_189,RichAgent,644.08,"(5, 28)",0.5,1.0,True,,0.0,,,idle,,,False
1,Rich_190,RichAgent,542.59,"(21, 5)",0.5,0.73,True,,0.0,,,idle,,,False
1,Rich_191,RichAgent,657.82,"(15, 0)",0.5,0.74,True,,0.0,,,idle,,,False
1,Rich_192,RichAgent,812.05,"(16, 15)",0.5,0.76,True,,0.0,,,idle,,,False
1,Rich_193,RichAgent,677.67,"(1, 6)",0.5,0.74,True,,0.0,,,idle,,,False
1,Rich_194,RichAgent,524.9,"(25, 27)",0.5,0.85,True,,0.0,,,idle,,,False
1,Rich_195,RichAgent,574.9499999999999,"(26, 17)",0.5,0.78,True,,0.0,,,idle,,,False
1,Rich_196,RichAgent,937.81,"(0, 20)",0.5,0.85,True,,0.0,,,idle,,,False
1,Rich_197,RichAgent,543.4,"(20, 26)",0.5,0.76,True,,0.0,,,idle,,,False
1,Rich_198,RichAgent,996.34,"(19, 13)",0.5,0.86,True,,0.0,,,idle,,,False
1,Rich_199,RichAgent,860.38,"(21, 0)",0.5,0.84,True,,0.0,,,idle,,,False
1,Rich_200,RichAgent,716.69,"(15, 1)",0.5,0.78,True,,0.0,,,idle,,,False
2,Poor_1,PoorAgent,0.99,"(3, 22)",0.12137523859283494,0.75,True,True,3.23,,False,,,752.45,False
2,Poor_2,PoorAgent,5.72,"(17, 22)",-0.06023532132386222,0.78,True,True,2.41,,False,,,896.47,False
2,Poor_3,PoorAgent,1.03,"(7, 9)",-0.16660054670256277,0.75,True,True,3.82,,False,,,692.64,False
2,Poor_4,PoorAgent,0.39,"(9, 21)",0.061779598198077434,0.93,True,True,2.31,,False,search_job,,806.9,False
2,Poor_5,PoorAgent,3.55,"(12, 25)",-0.15165497720291052,0.82,True,True,2.64,,False,,,653.03,False
2,Poor_6,PoorAgent,5.81,"(23, 25)",-0.0873547435766894,0.81,True,True,2.54,,False,,,650.83,False
2,Poor_7,PoorAgent,0.27,"(28, 27)",0.060183291761601476,0.92,True,True,3.95,,False,,,766.02,False
2,Poor_8,PoorAgent,6.86,"(26, 22)",-0.12015455814221997,0.93,True,True,3.79,,False,,,666.82,False
2,Poor_9,PoorAgent,9.39,"(25, 3)",-0.10134225710389835,0.79,True,True,2.06,,False,,,644.08,False
2,Poor_10,PoorAgent,7.76,"(22, 5)",-0.19953447209191252,0.71,True,True,3.36,,False,,,542.59,False
2,Poor_11,PoorAgent,3.05,"(10, 9)",0.13970211583011627,0.89,True,True,2.67,,False,,,657.82,False
2,Poor_12,PoorAgent,3.51,"(2, 24)",-0.13487909864491016,0.81,True,True,2.83,,False,search_job,,812.05,False
2,Poor_13,PoorAgent,4.52,"(10, 12)",0.17398959477244286,0.92,True,True,2.31,,False,,,677.67,False
2,Poor_14,PoorAgent,5.73,"(19, 5)",-0.10998217095469963,0.79,True,True,2.24,,False,,,500.82,False
2,Poor_15,PoorAgent,2.05,"(16, 12)",0.16427642957199162,0.78,True,True,2.1,,False,,,574.9499999999999,False
2,Poor_16,PoorAgent,8.86,"(18, 14)",0.052688564164578955,0.9,True,True,3.53,,False,,,937.81,False
2,Poor_17,PoorAgent,4.21,"(11, 2)",-0.04803276801159448,0.94,True,True,3.16,,False,,,543.4,False
2,Poor_18,PoorAgent,0.47,"(0, 11)",0.005917304669328077,0.75,True,True,3.61,,False,,,996.34,False
2,Poor_19,PoorAgent,6.73,"(20, 14)",-0.19617735849090528,0.85,True,True,2.27,,False,,,860.38,False
2,Poor_20,PoorAgent,8.64,"(18, 10)",-0.02139573724724969,0.95,True,True,2.06,,False,,,690.4300000000001,False
2,Poor_21,PoorAgent,2.88,"(8, 13)",-0.115829789366222,0.81,True,True,2.05,,False,,,752.45,False
2,Poor_22,PoorAgent,6.93,"(16, 2)",0.05816542893605786,0.81,True,True,2.51,,False,,,896.47,False
2,Poor_23,PoorAgent,9.53,"(16, 26)",0.17456494350501067,0.93,True,True,3.52,,False,,,692.64,False
2,Poor_24,PoorAgent,9.34,"(10, 13)",0.052648565383636714,0.79,True,True,2.38,,False,,,806.9,False
2,Poor_25,PoorAgent,0.92,"(29, 17)",-0.11609784971963487,0.86,True,True,2.34,,False,,,653.03,False
2,Poor_26,PoorAgent,7.83,"(18, 20)",0.04140138907643651,0.89,True,True,2.12,,False,,,650.83,False
2,Poor_27,PoorAgent,5.15,"(0, 2)",-0.15004343551568888,0.73,True,True,3.71,,False,,,766.02,False
2,Poor_28,PoorAgent,9.73,"(27, 10)",0.12451071897425992,0.92,True,True,2.68,,False,,,666.82,False
2,Poor_29,PoorAgent,9.18,"(8, 15)",-0.0501232055333484,0.94,True,True,2.25,,False,,,644.08,False
2,Poor_30,PoorAgent,4.61,"(1, 3)",0.12070049422531887,0.8,True,True,3.97,,False,,,542.59,False
2,Poor_31,PoorAgent,4.11,"(29, 4)",0.0789311134404947,0.94,True,True,2.6,,False,,,657.82,False
2,Poor_32,PoorAgent,5.83,"(27, 3)",0.18149344047891386,0.95,True,True,3.65,,False,,,812.05,False
2,Poor_33,PoorAgent,6.82,"(25, 9)",-0.0964622867808068,0.93,True,True,3.86,,False,,,677.67,False
2,Poor_34,PoorAgent,2.0,"(7, 15)",-0.17554777388197645,0.94,True,True,2.04,,False,,,500.82,False
2,Poor_35,PoorAgent,6.89,"(16, 0)",-0.10526897372089793,0.82,True,True,3.51,,False,,,574.9499999999999,False
